GeneFamily,D1H16V1,D1H16V2,D1H16V3,D1H16V4,D1H16V7,D1H16V8,D1H8V1,D1H8V2,D1H8V3,D1H8V4,D1H8V7,D1H8V8,D2H16V1,D2H16V2,D2H16V3,D2H16V4,D2H16V7,D2H16V8,D2H8V1,D2H8V2,D2H8V3,D2H8V4,D2H8V7,D2H8V8
KO:K09475,252,53,1257,66,44,164,372,59,723,525,99,690,620,41,815,25,43,285,578,58,740,311,104,249
KO:K09476,13,3,55,5,1,20,25,9,41,17,0,55,105,3,30,2,1,8,47,5,44,15,1,10
KO:K09477,176,86,369,101,16,272,165,77,464,165,20,579,300,51,206,85,1,163,183,59,192,74,3,163
KO:K09490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09516,3,0,2,7,2,5,3,3,0,5,1,2,12,9,9,14,48,63,11,6,3,13,16,6
KO:K09530,6,20,111,11,56,69,10,22,104,23,36,43,8,13,56,26,34,55,7,25,90,52,13,44
KO:K09607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KO:K09612,9,3,48,3,0,19,18,2,33,8,1,38,54,1,46,0,0,13,11,1,53,3,0,15
KO:K09680,143,141,57,238,142,121,131,80,40,133,76,82,281,208,55,577,176,250,127,84,49,252,86,104
KO:K09684,240,128,229,162,212,170,222,166,246,619,326,248,443,125,219,144,173,257,225,52,196,102,167,174
KO:K09685,535,317,918,391,283,486,560,308,898,1198,317,972,750,401,555,289,258,544,565,269,574,472,224,471
KO:K09686,3975,5197,5600,5332,3375,4858,6300,9144,4136,6404,6193,6935,12222,7200,5361,6679,3785,6500,4390,4657,4458,3793,3711,4352
KO:K09687,2866,3135,2917,2402,1921,1422,3778,5211,3122,3620,3329,2977,2845,3701,3205,1593,1484,1436,1903,2408,3015,2161,2271,2475
KO:K09688,7,0,45,5,1,18,17,0,123,10,0,58,25,0,107,2,0,9,12,1,83,3,0,18
KO:K09689,6,0,63,2,0,17,11,0,103,9,0,78,11,0,85,1,1,7,4,0,76,2,0,18
KO:K09690,268,313,210,250,662,237,385,469,107,284,570,185,377,386,294,217,522,295,355,261,212,369,361,188
KO:K09691,630,549,587,539,901,459,833,698,472,1332,869,584,1106,720,702,407,831,640,649,452,547,571,631,425
KO:K09692,241,225,311,168,440,217,325,221,210,397,367,281,500,255,321,141,394,263,246,141,272,173,255,215
KO:K09693,16,9,44,34,14,22,14,15,10,72,3,45,10,7,54,15,5,37,42,7,37,25,7,36
KO:K09696,33,39,128,62,26,46,126,99,120,131,25,78,82,41,100,108,31,38,22,23,96,57,25,61
KO:K09697,15,22,55,40,6,30,57,49,51,53,12,57,33,34,63,59,22,15,10,10,47,26,13,15
KO:K09698,2702,2479,4349,1960,1475,1697,2650,4648,3151,3172,2163,2368,1983,3834,2806,972,1146,1601,1781,1822,2907,1984,1613,2392
KO:K09699,159,45,97,116,55,119,158,65,134,630,116,197,173,24,128,58,34,115,122,25,115,37,86,132
KO:K09700,272,347,361,157,225,71,308,677,435,194,372,174,139,366,248,121,249,120,245,198,440,351,248,154
KO:K09701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KO:K09702,370,611,267,481,521,480,684,975,263,629,630,570,855,487,454,301,499,555,368,425,327,340,541,342
KO:K09703,270,114,163,169,133,133,386,228,195,682,235,286,547,131,147,71,84,128,262,82,116,110,150,155
KO:K09704,2569,3330,8196,2748,3107,3966,3294,4588,2262,4900,3400,3468,4971,4630,3725,3313,2290,4019,2935,3354,5007,3114,2951,4916
KO:K09705,106,36,111,75,60,78,98,48,102,403,113,159,204,20,133,47,34,91,114,14,83,31,80,99
KO:K09707,13,31,42,30,16,17,57,49,43,56,37,33,51,48,54,49,18,29,26,19,41,32,21,25
KO:K09710,1369,1848,2251,1221,1232,1302,1501,2353,1256,1593,1056,1234,1524,3185,1530,988,1401,1523,1307,1849,1719,1433,789,1330
KO:K09711,242,220,9,121,231,94,311,257,4,234,126,101,260,208,10,127,235,137,354,199,5,364,144,120
KO:K09712,9,0,13,1,0,8,6,2,8,2,2,26,15,1,8,1,0,7,8,0,12,0,0,7
KO:K09729,112,75,311,76,5,180,77,63,319,180,15,348,120,38,75,55,3,142,104,34,98,73,4,103
KO:K09734,4,18,8,10,5,9,9,8,17,17,5,10,7,20,22,6,1,22,18,3,11,6,8,15
KO:K09747,617,545,1416,637,537,533,771,1064,1063,955,667,785,737,654,725,377,487,464,508,392,865,600,542,529
KO:K09748,2158,2554,3983,2497,2419,2712,2033,3102,2499,3078,1658,1947,2598,2999,2657,2073,2616,2667,2041,1661,2915,2706,1403,2184
KO:K09749,30,22,27,38,80,13,56,27,36,33,86,36,41,49,16,55,47,53,30,20,26,36,51,25
KO:K09758,834,1090,653,1023,627,777,1257,1449,673,1900,1118,1044,2872,1520,1002,1120,935,1286,1162,1036,793,1045,899,981
KO:K09759,94,111,130,85,161,70,191,216,205,177,307,134,224,228,212,76,129,79,99,118,152,64,217,79
KO:K09760,1213,1747,1686,1345,1559,1220,1779,2215,1206,1922,1553,1459,3033,2218,1367,1609,1631,2022,1952,1439,1400,1889,1212,1256
KO:K09761,1075,1152,1795,1230,1265,1388,1005,1370,1419,1968,1054,1453,1787,1273,1364,1271,1078,1483,1088,797,1279,1331,839,1087
KO:K09762,2433,2402,5243,1579,3391,2270,1895,2443,3052,2496,2500,2270,2418,2321,3911,1045,3578,1952,1818,1351,3426,1766,1738,1593
KO:K09763,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,4
KO:K09764,40,79,37,39,60,34,45,156,74,52,53,72,57,55,37,50,30,54,39,49,30,29,31,32
KO:K09765,823,1037,1449,617,427,570,919,1453,853,617,546,704,739,1362,919,526,466,629,499,767,997,629,432,768
KO:K09766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KO:K09767,111,65,226,72,38,110,74,53,143,281,45,191,131,53,104,27,27,71,100,22,98,49,47,83
KO:K09768,155,70,254,163,139,115,192,107,216,629,255,243,278,80,318,81,102,120,123,45,233,100,121,135
KO:K09769,271,213,199,242,297,179,385,308,108,591,176,254,419,293,175,218,268,272,333,173,134,329,172,198
KO:K09770,0,0,0,7,2,0,0,0,0,8,2,0,0,0,0,3,1,0,0,0,0,10,2,0
KO:K09771,65,40,130,34,3,106,63,34,164,42,5,217,131,18,76,32,0,51,52,22,66,10,3,53
KO:K09772,2121,1861,4680,1666,1979,1485,1807,2810,3169,2402,1872,1760,1500,2582,3788,977,1748,1545,1404,1285,3487,1484,1752,1944
KO:K09773,3865,3024,3544,1894,2253,2026,3880,5756,3852,3062,3328,3268,2518,3947,2176,1133,1938,1776,2518,2373,3211,2243,3331,3136
KO:K09774,11,3,49,4,1,11,29,2,33,6,2,43,73,1,46,3,1,17,16,1,44,4,1,15
KO:K09775,413,439,769,242,989,546,626,443,691,351,652,750,648,736,445,339,947,685,499,406,502,359,501,311
KO:K09777,200,198,223,152,135,159,261,257,153,262,84,236,230,246,99,122,131,190,275,137,92,294,87,150
KO:K09778,14,20,43,19,1,3,30,22,43,54,1,11,15,9,28,8,0,2,15,9,19,10,1,9
KO:K09779,62,92,223,208,175,86,96,95,147,175,149,108,176,221,321,344,142,161,228,173,275,290,112,87
KO:K09780,11,2,28,4,0,7,12,3,20,2,0,16,14,1,24,0,0,7,12,1,30,2,2,4
KO:K09781,14,3,30,1,0,25,14,7,53,6,1,68,71,1,52,2,1,13,12,2,47,3,1,11
KO:K09786,20,5,26,9,4,21,29,9,28,17,4,57,56,5,48,6,1,17,21,9,26,4,3,21
KO:K09787,6833,6643,2480,2559,1396,2652,5209,9530,1542,3686,1790,3430,2881,8013,1565,1676,1356,1969,3087,4782,2070,3221,1351,4256
KO:K09788,25,13,49,19,2,54,42,26,46,21,1,82,86,27,49,4,1,33,43,19,57,14,2,35
KO:K09789,10,1,4,10,0,0,25,1,11,16,1,1,24,0,1,11,0,1,6,1,7,8,0,0
KO:K09790,367,502,365,339,364,527,455,512,378,629,420,633,769,466,345,528,441,645,444,292,340,314,316,441
KO:K09791,8,0,30,0,1,10,14,1,11,3,1,24,44,0,22,1,0,8,3,1,18,4,0,2
KO:K09793,362,610,280,599,452,483,694,1023,258,529,531,434,1333,609,359,515,385,474,547,529,282,533,502,463
KO:K09794,21,3,40,5,2,22,12,5,24,12,0,26,19,5,20,2,1,16,50,4,21,23,1,10
KO:K09797,302,293,145,216,299,169,201,255,130,229,237,141,347,374,167,692,447,464,288,271,157,651,269,164
KO:K09798,263,285,84,141,258,161,563,304,89,283,140,272,576,484,116,165,395,317,399,234,99,445,184,143
KO:K09800,1292,583,2548,679,80,1617,899,580,2954,1232,78,3684,1335,343,922,614,36,1391,989,324,1119,497,44,1024
KO:K09801,3,3,23,0,0,10,8,4,18,4,0,37,38,0,19,1,0,4,4,1,17,3,1,9
KO:K09802,37,2,102,9,2,37,25,9,93,5,0,56,60,2,73,1,2,24,27,0,58,7,0,27
KO:K09803,0,0,10,0,6,4,0,0,0,0,0,14,8,0,0,0,0,4,0,1,0,1,1,3
KO:K09806,15,2,107,2,2,24,17,1,84,12,2,46,51,1,75,2,0,13,14,0,72,0,2,18
KO:K09807,541,579,477,678,676,643,704,1123,405,779,673,711,1275,603,515,383,491,599,602,485,442,632,578,562
KO:K09808,2057,2846,1856,2884,2614,2691,2548,3412,1078,3175,2255,1816,4830,2534,1799,3335,2575,3099,2444,1602,1701,2821,1601,1614
KO:K09809,4,0,1,0,0,0,16,0,1,0,1,1,16,0,0,0,0,0,0,0,0,0,1,0
KO:K09810,2409,2395,1467,2222,3065,1928,3154,3583,1363,3221,2692,2414,4253,3315,1751,2507,3043,2610,3325,2270,1559,3708,2273,1995
KO:K09811,1914,2327,5793,2438,2313,2476,2350,3247,2443,3036,1975,2241,3971,3426,3840,2475,2815,3113,1934,1770,3611,2516,1577,2096
KO:K09812,1975,2786,5339,2138,3162,2630,2311,3133,2249,3099,2036,2014,3821,3733,3692,3065,3710,3488,2278,1946,3434,2619,1785,1947
KO:K09813,0,0,0,0,0,6,0,0,0,0,0,22,0,0,0,0,0,6,0,0,0,0,0,10
KO:K09814,0,0,0,0,0,10,0,0,0,0,0,17,0,0,0,0,0,10,0,0,0,0,0,11
KO:K09815,2842,3656,7383,3456,1584,2427,3549,5553,2899,4215,2348,3452,4102,5316,4441,2386,1538,2395,2248,2708,6552,3024,1711,3085
KO:K09816,2778,3070,4739,2229,1865,2128,3084,4721,2693,3142,2064,2699,4283,4555,3023,2521,2423,2624,2403,2457,3665,2508,1653,2241
KO:K09817,2564,2829,4614,2365,1890,1780,3123,4578,2504,2966,1981,2563,3877,4256,2390,2098,1858,1942,2584,2468,3210,2816,1706,2143
KO:K09818,1180,431,2904,660,709,974,641,620,1339,1813,1009,883,731,767,1046,370,385,836,900,212,1500,305,568,1029
KO:K09819,624,113,572,367,314,417,401,126,344,1042,470,470,488,166,358,112,153,393,380,34,321,126,266,513
KO:K09820,386,117,484,205,203,320,179,72,160,606,292,262,316,64,282,61,133,184,258,25,218,109,202,359
KO:K09822,0,0,0,0,1,17,0,0,0,0,0,48,0,0,0,1,0,14,0,0,0,0,0,17
KO:K09823,17,2,27,6,2,18,17,6,35,5,1,45,80,6,37,0,0,11,12,2,33,6,1,14
KO:K09824,209,133,441,119,13,272,157,116,511,222,27,649,215,72,174,88,3,234,216,69,191,96,9,176
KO:K09825,7654,11611,8433,5634,11314,8730,11301,12384,5563,9060,7189,6427,8907,15186,9927,10396,18711,13897,12846,9719,9433,12928,9380,6694
KO:K09857,13,2,45,1,3,19,14,3,43,5,1,52,40,3,35,1,0,11,18,2,43,5,1,17
KO:K09858,390,464,32,172,423,205,478,442,27,374,188,190,457,662,45,278,536,388,583,426,29,627,228,155
KO:K09861,744,979,1024,988,823,867,1247,1568,1019,1048,1025,1279,2194,1264,900,1027,785,983,946,764,826,981,743,861
KO:K09862,6,0,20,1,0,5,5,1,11,1,0,18,25,0,14,0,0,1,6,1,5,1,4,5
KO:K09880,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
KO:K09888,1902,2242,1943,1867,2044,2005,1859,3145,1189,2291,1348,1295,1360,2377,1692,1554,1674,1629,2677,1748,1826,2952,1287,1533
KO:K09889,18,5,52,5,0,7,16,11,38,14,0,48,68,1,38,0,1,10,22,1,43,5,1,17
KO:K09890,20,2,26,0,1,18,24,4,29,7,4,42,53,2,31,1,0,10,28,0,24,2,1,11
KO:K09891,20,2,32,3,2,12,33,3,34,7,0,44,62,5,44,2,0,23,22,5,43,5,0,9
KO:K09892,15,0,61,4,1,26,19,5,32,3,3,50,25,1,22,3,0,10,33,2,46,6,2,15
KO:K09893,32,3,70,5,0,36,40,10,64,10,4,80,66,3,56,3,0,25,46,0,69,3,0,21
KO:K09894,11,1,34,3,2,20,28,4,45,3,1,35,77,0,57,0,0,11,21,4,38,3,0,13
KO:K09895,16,0,38,3,2,24,30,5,33,7,1,47,74,2,50,1,1,9,18,1,36,7,1,15
KO:K09896,9,3,37,2,1,9,13,2,26,14,5,41,38,2,42,1,1,10,12,0,30,4,2,15
KO:K09897,5,2,24,3,1,2,13,1,30,4,0,47,29,3,31,1,3,5,16,1,27,7,1,6
KO:K09898,8,2,24,3,0,14,30,3,32,4,0,29,59,1,44,3,0,9,21,4,34,1,0,9
KO:K09899,22,2,54,3,1,17,21,15,54,7,3,74,41,1,56,1,0,9,29,2,56,7,0,35
KO:K09900,10,2,22,0,3,13,15,6,20,1,1,22,36,0,13,0,1,9,8,1,14,1,0,4
KO:K09901,9,2,14,4,1,4,10,1,15,3,0,26,18,0,19,1,0,3,4,0,17,0,0,2
KO:K09902,5,2,17,1,0,6,16,2,20,5,0,34,20,0,18,0,1,7,11,0,19,2,2,7
KO:K09903,3142,3401,8839,2688,3178,2788,3213,4983,5236,3516,2959,2813,3604,4153,5294,2404,3103,3315,2464,2319,7198,2710,2570,3080
KO:K09904,10,1,18,0,0,5,13,0,13,2,0,19,28,0,15,0,0,2,3,0,15,1,2,6
KO:K09906,18,1,37,5,3,14,18,2,32,10,0,41,56,4,32,1,1,10,22,0,27,3,1,10
KO:K09907,7,1,24,3,2,14,27,5,39,2,5,34,61,1,40,3,0,14,16,1,31,1,0,8
KO:K09908,20,3,39,3,4,15,17,3,36,11,0,39,67,0,43,3,0,9,27,2,37,10,0,16
KO:K09909,7,3,25,2,0,12,11,4,46,2,2,36,43,1,26,1,0,9,6,3,34,2,0,19
KO:K09910,26,2,38,4,0,21,30,10,23,1,0,40,70,2,30,1,0,13,19,2,36,2,0,9
KO:K09911,8,1,25,2,0,11,8,2,23,5,0,25,37,0,30,1,0,9,5,1,18,0,0,9
KO:K09912,6,2,22,1,2,8,17,4,13,3,1,34,35,1,23,0,0,6,10,1,19,4,1,7
KO:K09913,12,1,51,3,2,30,25,6,23,9,3,45,43,3,51,2,0,14,22,0,37,6,1,17
KO:K09914,12,6,39,7,5,18,17,5,36,18,5,63,49,1,58,1,4,14,19,8,53,36,4,23
KO:K09915,13,1,31,2,2,8,16,2,20,1,1,14,42,2,18,1,3,9,6,1,27,1,1,5
KO:K09916,26,2,59,3,0,26,25,3,33,9,1,57,46,4,47,5,1,13,22,0,61,5,1,25
KO:K09917,11,4,33,0,0,5,14,6,13,6,1,21,34,0,33,0,0,3,18,0,25,3,2,3
KO:K09918,25,1,32,4,0,32,19,9,23,5,2,61,35,2,34,5,1,9,17,1,25,7,0,16
KO:K09920,17,0,32,1,0,12,16,6,28,5,0,35,66,0,46,1,0,8,14,3,40,2,2,9
KO:K09921,23,5,55,6,0,15,44,4,62,6,1,72,100,3,60,4,1,8,40,0,51,2,0,19
KO:K09922,301,386,155,404,228,244,408,903,160,397,564,443,567,316,246,355,233,273,302,293,233,216,292,301
KO:K09923,9,4,21,2,1,5,12,6,20,6,1,27,35,3,23,0,1,6,14,1,22,1,2,3
KO:K09924,3,12,37,13,23,44,10,20,39,31,9,34,10,10,26,12,34,31,7,8,28,9,4,22
KO:K09925,0,2,25,4,0,10,8,0,19,4,0,24,18,1,39,1,0,14,4,0,27,1,1,12
KO:K09927,31,6,80,9,29,32,37,24,98,19,41,81,104,12,83,14,23,33,33,16,63,21,32,31
KO:K09929,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09930,1,3,3,2,0,1,0,1,2,2,0,0,1,1,2,1,0,2,0,1,1,2,1,1
KO:K09933,23,3,37,1,0,10,29,8,34,10,3,46,59,0,40,0,0,9,17,2,30,2,0,11
KO:K09934,22,2,32,1,3,16,9,4,36,6,1,51,71,1,44,3,0,12,13,1,33,1,0,12
KO:K09935,40,39,62,18,89,14,29,43,58,9,118,43,85,57,48,22,91,36,42,47,47,45,66,20
KO:K09936,80,93,167,58,199,76,142,153,145,111,285,170,213,165,348,84,174,90,83,87,229,58,173,76
KO:K09937,17,3,21,2,1,9,12,6,52,3,0,31,25,0,17,0,0,3,10,0,30,1,0,6
KO:K09939,1505,2333,1824,744,4419,4476,1405,1953,614,872,1953,1209,2055,1237,2210,736,5887,4367,1896,1187,1625,349,1888,1305
KO:K09940,8,15,70,13,20,40,3,16,47,20,18,23,2,12,19,12,46,31,13,8,21,19,13,16
KO:K09943,44,52,74,54,145,62,42,38,27,81,113,49,22,17,41,23,60,36,49,29,31,46,78,35
KO:K09945,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09946,639,979,38,392,764,449,1117,1626,28,858,489,395,480,767,50,345,553,400,1018,1059,38,980,459,399
KO:K09949,364,312,310,197,260,414,494,340,390,341,172,487,514,316,122,188,278,293,421,242,151,350,146,251
KO:K09951,85,125,581,42,27,68,86,63,267,68,14,94,85,601,203,38,49,102,67,258,347,81,20,104
KO:K09952,251,258,2448,118,6,290,179,139,1195,188,0,490,158,1278,775,76,2,259,141,486,1288,132,2,379
KO:K09954,5,2,9,0,1,4,15,0,10,1,0,14,20,0,16,0,0,2,10,1,19,5,0,2
KO:K09955,4762,6332,2137,5062,4427,3616,8045,10552,2282,6736,7547,6293,12937,4919,4256,3914,2924,3742,4935,5053,2790,4268,4904,4279
KO:K09956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09958,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09962,9,3,77,12,0,30,9,0,54,9,0,37,9,21,37,2,0,16,4,6,54,3,0,41
KO:K09963,796,525,1026,622,944,659,758,683,635,1882,788,798,1079,957,710,835,886,646,845,425,894,699,716,599
KO:K09964,122,157,63,146,140,125,215,294,69,202,199,165,290,60,88,86,89,82,112,93,77,126,110,96
KO:K09967,0,3,4,5,2,0,2,1,1,2,1,3,0,0,1,1,0,3,0,0,1,1,5,1
KO:K09968,0,0,1,0,1,4,0,0,2,0,0,15,2,0,1,0,0,5,0,0,4,0,0,1
KO:K09969,22,10,32,7,2,19,33,12,66,6,2,77,118,2,67,1,0,16,27,1,47,0,0,18
KO:K09970,20,8,48,7,2,21,26,7,63,12,0,87,124,3,68,4,0,29,42,3,59,2,0,20
KO:K09971,19,2,48,4,0,21,38,6,48,6,3,67,86,1,56,1,0,26,23,3,37,3,0,10
KO:K09972,88,23,90,83,28,76,87,32,113,285,58,133,167,17,101,28,19,52,103,5,96,32,42,67
KO:K09973,216,399,172,252,248,245,344,564,154,363,293,314,1245,585,320,458,302,509,490,468,219,253,277,308
KO:K09974,15,3,49,4,1,19,26,6,48,6,4,60,75,0,48,1,0,22,23,4,46,1,0,10
KO:K09975,12,2,18,0,0,11,14,2,26,3,2,31,47,0,24,1,0,7,7,1,15,0,2,5
KO:K09976,68,55,1597,68,16,132,70,45,278,161,18,144,99,203,465,53,12,134,58,40,647,52,21,135
KO:K09977,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
KO:K09978,11,3,18,2,0,14,16,7,20,10,0,27,44,1,30,2,0,14,14,0,33,1,0,12
KO:K09979,16,4,40,5,2,16,22,3,56,5,2,44,79,1,53,0,0,8,29,3,52,1,0,9
KO:K09980,5,0,11,0,4,7,8,2,12,2,0,15,20,1,11,2,0,4,2,0,9,0,0,6
KO:K09982,2,1,21,0,0,7,4,0,29,1,0,12,5,1,24,0,1,6,0,0,19,0,1,2
KO:K09983,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09986,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09988,719,712,732,287,2085,475,601,499,259,161,544,217,1671,1448,558,937,1697,1966,278,216,556,144,302,179
KO:K09989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09992,67,35,17,106,19,23,104,47,30,139,27,25,210,53,22,223,23,57,106,43,35,129,48,52
KO:K09994,15,10,25,4,4,16,28,15,24,17,6,26,41,15,36,13,11,24,16,4,19,7,2,15
KO:K09996,13,1,34,3,6,19,15,3,28,7,2,42,53,3,53,2,1,16,24,4,37,6,2,17
KO:K09997,14,1,45,3,1,17,23,3,50,8,2,55,54,0,44,2,0,24,15,0,33,7,1,15
KO:K09998,17,2,33,2,3,12,25,2,27,2,1,43,61,0,42,1,0,12,11,6,29,1,0,13
KO:K09999,14,1,33,2,2,14,23,2,38,3,3,61,65,0,46,1,0,13,9,5,39,5,0,10
KO:K10000,20,6,42,4,2,17,16,2,47,7,3,57,68,1,33,2,0,25,22,1,38,8,1,20
KO:K10001,30,10,34,8,24,21,22,7,18,57,15,98,55,3,33,8,6,11,24,14,36,49,17,29
KO:K10002,10,4,30,3,1,12,18,2,41,6,0,30,88,1,49,0,0,14,16,3,37,2,2,11
KO:K10003,8,2,29,3,2,25,9,4,25,11,0,32,49,0,42,0,0,11,17,5,19,3,1,2
KO:K10004,11,1,34,5,2,19,21,4,31,8,2,50,69,4,35,3,2,15,9,1,39,4,3,15
KO:K10005,11,21,15,22,32,8,14,7,15,72,50,19,32,33,9,44,24,21,5,10,10,29,36,21
KO:K10006,6,8,7,23,5,5,4,4,4,27,6,7,11,17,1,16,2,22,6,4,6,12,1,19
KO:K10007,15,15,25,42,6,10,16,9,19,59,4,10,37,35,6,35,6,39,6,20,6,36,4,37
KO:K10008,15,11,8,16,3,7,5,8,6,47,5,8,24,22,5,17,7,18,3,6,6,23,5,22
KO:K10009,6,1,22,14,1,9,6,2,18,19,2,22,53,0,32,2,1,18,3,1,31,4,1,12
KO:K10010,125,192,232,114,258,61,183,212,152,124,343,109,395,300,666,95,392,180,120,142,269,79,248,87
KO:K10011,56,0,132,24,2,68,68,22,150,14,2,190,252,4,158,6,0,36,60,10,112,4,0,28
KO:K10012,18,1,42,5,4,28,25,5,51,3,0,72,79,2,74,5,0,11,17,0,54,0,0,25
KO:K10013,20,1,28,1,4,5,11,3,24,12,5,41,53,2,20,1,2,10,24,4,25,10,8,21
KO:K10014,15,3,48,2,2,13,25,4,47,7,1,60,56,5,33,1,1,6,26,2,60,5,1,18
KO:K10015,9,1,22,2,0,11,23,1,27,1,1,42,40,1,37,0,2,6,19,2,27,1,0,7
KO:K10016,18,3,25,3,2,11,25,5,41,3,2,53,54,2,24,0,1,9,11,1,41,1,0,12
KO:K10017,22,20,42,14,15,18,42,55,44,17,17,51,64,18,45,4,13,12,28,10,50,9,9,20
KO:K10018,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KO:K10021,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
KO:K10022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KO:K10023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
KO:K10024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
KO:K10025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K10026,276,110,597,146,24,454,221,140,707,221,35,763,314,114,225,123,26,262,187,83,244,102,24,258
KO:K10036,286,165,870,202,44,378,208,146,720,373,59,714,330,116,374,146,33,296,244,78,375,171,38,288
KO:K10037,17,9,59,9,4,11,28,8,32,5,8,37,72,5,150,0,0,12,12,6,62,1,4,14
KO:K10038,143,79,305,85,45,235,123,71,235,210,35,331,340,197,214,130,102,199,202,82,208,132,53,159
KO:K10039,321,718,9221,212,122,1284,264,112,1030,466,177,609,270,1839,2639,140,94,1008,234,573,5032,183,122,1848
KO:K10040,363,936,9184,252,171,1446,273,159,1239,608,245,704,381,2339,2944,130,108,1100,258,723,5609,169,169,2051
KO:K10041,252,525,5986,161,303,804,291,200,683,264,334,477,473,1252,1780,267,368,812,347,414,3187,290,241,1145
KO:K10094,71,32,197,57,5,122,41,55,164,117,8,223,70,12,65,38,0,66,75,25,52,43,1,87
KO:K10107,4,0,38,4,0,11,12,2,35,4,0,37,15,0,66,0,0,4,4,0,64,1,0,5
KO:K10108,432,772,4175,1221,191,1023,377,262,3423,3177,184,1161,733,1459,2198,626,160,2202,593,433,2180,1918,220,2560
KO:K10109,310,352,1803,529,141,449,263,129,1255,1409,221,630,580,888,989,262,84,671,317,294,993,542,181,726
KO:K10110,255,311,1568,396,121,403,283,129,1591,1203,180,700,509,832,873,240,117,582,266,303,1002,478,133,751
KO:K10111,17,3,64,5,0,24,38,7,54,11,1,85,129,5,77,2,1,18,38,4,61,3,2,19
KO:K10112,8447,3785,18109,3631,7277,6401,4934,5051,8333,7698,7156,5619,3905,9041,9664,4223,5605,4606,6679,3600,12528,5566,5498,5170
KO:K10116,38,101,146,147,26,44,198,207,180,201,34,138,152,119,169,88,23,45,24,87,144,112,35,110
KO:K10117,1208,692,1837,957,1869,1450,2519,1465,1656,1844,2299,794,828,1347,631,748,419,817,2945,1591,1573,1451,1938,1429
KO:K10118,709,472,1414,551,1257,780,2251,630,1042,1103,1611,495,883,860,608,520,346,535,1677,1018,1093,718,1194,818
KO:K10119,551,407,1053,420,814,566,1767,798,961,883,1171,421,823,1246,464,613,233,779,1520,1170,779,743,962,786
KO:K10120,203,132,128,109,286,118,101,124,51,41,215,63,198,142,131,67,146,106,91,85,60,40,121,31
KO:K10121,213,104,108,87,190,77,63,88,21,19,176,65,131,128,111,52,115,65,73,57,39,17,85,23
KO:K10122,190,81,98,62,144,63,46,80,23,20,96,35,147,83,118,52,98,79,50,49,28,22,56,21
KO:K10124,23,5,48,4,0,43,45,6,63,5,2,133,130,2,76,3,3,32,28,7,71,3,0,25
KO:K10125,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0
KO:K10126,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K10188,36,46,356,134,134,60,89,102,251,189,155,65,188,117,298,104,127,128,81,94,296,118,123,125
KO:K10189,92,109,276,140,249,75,167,175,201,132,285,113,235,184,336,148,225,141,157,121,283,106,216,90
KO:K10190,153,171,312,207,390,130,276,277,265,250,576,181,384,306,293,226,300,207,207,187,271,202,314,140
KO:K10192,52,65,52,43,111,55,57,119,54,35,199,100,77,139,72,71,95,103,72,74,65,34,120,48
KO:K10193,78,70,77,27,113,67,87,133,53,44,214,97,104,167,75,82,110,100,113,100,98,31,113,54
